tweets,label,preprocess_tweets
"Right, suppose I'd better go vote. Stage 1 of getting Cameron and the rest of the Tory/Remain tosspots out of office. #VoteUKIP #VoteLeave",leave,right suppose i'd better go vote stage <number> of getting cameron and the rest of the tory / remain tosspots out of office <hashtag> <hashtag>
@Grassroots_Out @vote_leave @BrexitNoww @IrishRepubIic @theirishpost @TaxLandNotMan @BasicIncomeOrg @basicincome https://t.co/WRhCxdi5Bg,leave,<url>
Rational Brexiteer @WhiteWednesday argues for rational post-Brexit strategy on EEA/immigration.Plausible? You judge https://t.co/gp2w5QCbwn,leave,rational brexiteer argues for rational post-brexit strategy on eea / immigrationplausible you judge <url>
Aye. The Soviet Union was ultimately doomed to failure. Its European counterpart will go the same way #VoteLeave  https://t.co/giCOTCtHsF,leave,aye the soviet union was ultimately doomed to failure its european counterpart will go the same way <hashtag> <url>
"@David_Cameron's gov't on third u-turn, academies, junior doctors and child refugees.  Public #VPissedOff #Brexit https://t.co/gUM26jmVgf",leave,' s gov't on third u-turn academies junior doctors and child refugees public <hashtag> <hashtag> <url>
@regular_tea Exactly. I'll be voting #Conservative tomorrow but don't mind if you vote #UKIP instead. All good for #Brexit!(most imporrtant),leave,exactly i'll be voting <hashtag> tomorrow but don't mind if you vote <hashtag> instead all good for <hashtag> imporrtant
@Scientists4EU which amounts to approx 3% of R&amp;D funding. Scientific funding not strong argument to remain https://t.co/HooDvttawA,leave,which amounts to approx <number> of ramp <smile> funding scientific funding not strong argument to remain <url>
You just couldn't get a nicer bunch of people.... https://t.co/Illrf0P8Cb,leave,you just couldn't get a nicer bunch of people <url>
Again Lies #Remain #RemainInEU @StrongerIn time to #TakeControl time to #VoteLeave and #Brexit https://t.co/TriBCl2g5x,leave,again lies <hashtag> <hashtag> time to <hashtag> time to <hashtag> and <hashtag> <url>
And vote for the uk nazi party https://t.co/gvdDrY1ZYU,leave,and vote for the uk nazi party <url>
"@NwoReport @Darkstargoddess We'll, dat union shd fynaly alow Brexit 2 work😂",leave,we'll dat union shd fynaly alow brexit <number> work 😂
"Pollution warnings as air blown in from continent. Shows we need EU-wide action to improve air quality #INtogether
https://t.co/d9cFmFqgNO",leave,pollution warnings as air blown in from continent shows we need eu-wide action to improve air quality <hashtag> <url>
@Telegraph @Swindonjack Forgot after BREXIT Cameron will be long gone anyway!!,leave,forgot after brexit cameron will be long gone anyway
No words to add. Just a wish to regain our #sovereignty &amp; #voteleave to #takecontrol &amp; #brexit following #EUref https://t.co/Hbb036KM9B,leave,no words to add just a wish to regain our <hashtag> amp ; <hashtag> to <hashtag> amp ; <hashtag> following <hashtag> <url>
"FT's @ChrisGiles_ pulls no punches on idea UK would get better trade deals outside EU: ""risible case for Brexit""  https://t.co/OhCUyenC6I",leave,"ft's pulls no punches on idea uk would get better trade deals outside eu : "" risible case for brexit "" <url>"
@StrongerInPress  Best for whom? https://t.co/CeLOq88paO,leave,best for whom <url>
My daughter loves this - as if she ever listens to her Dad!!!! https://t.co/abbJC5CrBm,leave,my daughter loves this - as if she ever listens to her dad <url>
Oh well there goes Brexit credability! BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Ny6ugSw7At,leave,oh well there goes brexit credability bbc news - eu referendum : donald trump backs brexit <url>
@Nigel_Farage That's how Dodgy Dave will feel on June 24th. #Brexit #VoteLeave,leave,that's how dodgy dave will feel on june <number> th <hashtag> <hashtag>
"@StrongerIn just because it suits THEM for us to stay in, does not mean its in OUR interests to stay !",leave,just because it suits them for us to stay in does not mean its in our interests to stay
Today EU Commission will issue more directives to EU member states who have to comply! Will you? #Brexit https://t.co/W18ypxDhv6,leave,today eu commission will issue more directives to eu member states who have to comply will you <hashtag> <url>
Discover the wealth of opportunity outside the EU if you #VoteLeave https://t.co/ZjmoSA8nt6 https://t.co/co5xC9531V,leave,discover the wealth of opportunity outside the eu if you <hashtag> <url> <url>
"#Jihadi centres at the ready! 
#Erdogan has given the 'special' orders that's cost the #EU an extra €3bn 
#Brexit https://t.co/qM0r57ohz8",leave,<hashtag> centres at the ready <hashtag> has given the ' special ' orders that's cost the <hashtag> an extra € <number> bn <hashtag> <url>
This https://t.co/CJlqpGhO3v,leave,this <url>
..... and so it starts! #Brexit https://t.co/72I321Nl8T,leave,and so it starts <hashtag> <url>
Brexit in June ? https://t.co/FuYOpmeXhk,leave,brexit in june <url>
"Well that's officially the best reason I've heard so far to vote ""in""! EU referendum: Donald Trump backs Brexit https://t.co/I5FtGwi0Ne",leave,"well that's officially the best reason i've heard so far to vote "" in "" eu referendum : donald trump backs brexit <url>"
@LeaveEUOfficial @CityAM Yes. Another example of EU meddling in areas which are none of its business. Subsidiarity an illusion. Vote LEAVE,leave,yes another example of eu meddling in areas which are none of its business subsidiarity an illusion vote leave
"@RosieWyatt @Olgachristie THEN TAKE THE TIME &amp;DO SOMETHING!{It's""PRICE of FREEDOM""?}-WHAT IF this""practice""for ""BREXIT VOTE?=U'll be SCREWED",leave,"then take the time amp <smile> o something { it's "" price of freedom "" } - what if this "" practice "" for "" brexit vote = u'll be screwed"
#bbcqt: this guy intelligent: knows about #politiciansRcriminals forcing #TTIP through #EU. So #Brexit from #EUref. #NigelLawson Honest Now,leave,<hashtag> this guy intelligent : knows about <hashtag> forcing <hashtag> through <hashtag> so <hashtag> from <hashtag> <hashtag> honest now
Nigel Lawson putting some real good points across re #Brexit #bbcqt,leave,nigel lawson putting some real good points across re <hashtag> <hashtag>
"@VoteLeaveSW Cameron has played the Brexit crew like the bunch of amateurs they are, sadly.
Time to get wise to him and what's coming.",leave,cameron has played the brexit crew like the bunch of amateurs they are sadly time to get wise to him and what's coming
Will they kowtow or show some leadership? https://t.co/3qhh9K6rD5,leave,will they kowtow or show some leadership <url>
Anecdotal evidence of #Brexit's impact on the UK economy is starting to become a lot less anecdotal pre-referendum: https://t.co/iLrgAv8GuX,leave,anecdotal evidence of <hashtag> impact on the uk economy is starting to become a lot less anecdotal pre-referendum : <url>
"When both The Sun and Donald Trump back #brexit , you know there's only one logical choice, to remain https://t.co/lYQoR6p6v8",leave,when both the sun and donald trump back <hashtag> you know there's only one logical choice to remain <url>
The racist idiots voting ukip. Why? What purpose will the serve after the #EUreferendum? Absolutely nothing. Kippers really are dense,leave,the racist idiots voting ukip why what purpose will the serve after the <hashtag> absolutely nothing kippers really are dense
#VoteLeave to ensure our future is bright! #Brexit https://t.co/1CHLQku8LC,leave,<hashtag> to ensure our future is bright <hashtag> <url>
"More Bullshit from Mr. Cameron. https://t.co/wz29NUOGPN Hopefully people see this arrogant, cocky c**t for the twat he really is. #Brexit",leave,more bullshit from mr cameron <url> hopefully people see this arrogant cocky c * * t for the twat he really is <hashtag>
@jasperhutchings @Arron_banks @Coeurdelion87 Those two combined to shaft Europe once before in WW1. Brexit before we're kebabed.,leave,those two combined to shaft europe once before in ww <number> brexit before we're kebabed
(0)Prediction&gt;&gt;&gt;Next Cameron move:&gt;&gt;&gt;Will he try to  bribe/threaten Boris J to playing controlled opposition to sabotage  Brexit?,leave,<number> predictiongt ; gt ; gt ; next cameron move : gt ; gt ; gt ; will he try to bribe / threaten boris j to playing controlled opposition to sabotage brexit
@andyrome64 As we should. @vote_leave @canadab1967,leave,as we should
looking 4wd to commentariat telling trump to keep his beak out of brexit debate as they did with obama https://t.co/wBwRwdKnqA,leave,looking <number> wd to commentariat telling trump to keep his beak out of brexit debate as they did with obama <url>
"Sensing the government is beginning to panic about #Brexit. First May speech, then u-turn on Calais, now U-turn on junior docs.",leave,sensing the government is beginning to panic about <hashtag> first may speech then u-turn on calais now u-turn on junior docs
"""Let me get this straight..."" #VoteLeave #ColumboforLeave https://t.co/TPaMDeQSPj",leave,""" let me get this straight "" <hashtag> <hashtag> <url>"
Gives me the creeps https://t.co/q7JopQg1x5,leave,gives me the creeps <url>
"Most of those who want to vote to leave are doing it for/but won't admit it...immigration - Good logic there pal, lol. #Brexit",leave,most of those who want to vote to leave are doing it for / but won't admit itimmigration - good logic there pal lol <hashtag>
@iainmartin1 @CapX How a conservative can recommend Brexit when this is going on in America I don't know.,leave,how a conservative can recommend brexit when this is going on in america i don't know
When we Brexit and many of our European friends follow...it will - help free them all! https://t.co/C2EmGkaQEg,leave,when we brexit and many of our european friends followit will - help free them all <url>
@StrongerIn @FabianPicardo Oh look they are all multi millionaires with their own self interests and gold plated EU gravy train pension2come,leave,oh look they are all multi millionaires with their own self interests and gold plated eu gravy train pension <number> come
BBC News - EU referendum: Donald Trump backs Brexit https://t.co/Gv48r9tOVN,leave,bbc news - eu referendum : donald trump backs brexit <url>
"Japanese PM @AbeShinzo tells me ""question of Brexit is for British people, but ""Japan very clearly wants Britain to remain in the EU""",leave,"japanese pm tells me "" question of brexit is for british people but "" japan very clearly wants britain to remain in the eu """
"If the folks at #Brexit didnt like Obama being pro EU, I'm sure trumps  support for brezit wont delight them either! https://t.co/y6UrmyqxPD",leave,if the folks at <hashtag> didnt like obama being pro eu i'm sure trumps support for brezit wont delight them either <url>
